org,drug_code,drug_name,drug_class,period,omega,term,hos_year,estimate,ci.lower,ci.upper,std.error,statistic,p.value
K. pneumoniae,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,intercept,BWH_2014,-1.6446857267718267,-1.8388811862035017,-1.4504902673401516,0.09908113667570631,-16.599382909331187,1.4181691619355743e-61
K. pneumoniae,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,intercept,BWH_2015,-1.5611063069990039,-1.7669110062090971,-1.3553016077889106,0.10500432703532027,-14.867066444546568,8.473643646907786e-50
K. pneumoniae,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,intercept,BWH_2016,-1.641670023717704,-1.8306462786572932,-1.4526937687781147,0.09641822830940257,-17.02655247355972,1.132310106010997e-64
K. pneumoniae,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,intercept,BWH_2017,-1.4077442268801967,-1.5797683484757434,-1.23572010528465,0.08776902175369095,-16.039192402426394,1.2532704334239422e-57
K. pneumoniae,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,intercept,BWH_2018,-1.5642377057091217,-1.749072294466676,-1.3794031169515675,0.09430509448923852,-16.586990492731253,1.7396149906769474e-61
K. pneumoniae,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,intercept,BWH_2019,-1.228876194801904,-1.3886627926653143,-1.0690895969384937,0.08152527246612012,-15.073561334156771,3.8963035188802235e-51
K. pneumoniae,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,intercept,MGH_2007,-1.1932312260856632,-1.3538843551400277,-1.0325780970312988,0.08196738834058985,-14.557389838109323,7.9441749920871e-48
K. pneumoniae,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,intercept,MGH_2008,-1.5179738758460648,-1.673295167142177,-1.3626525845499526,0.07924701296619051,-19.154966465344057,3.0299854059565455e-81
K. pneumoniae,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,intercept,MGH_2009,-1.4460679303468196,-1.6067742929398563,-1.2853615677537829,0.0819945488083802,-17.63614717517691,3.168604508179935e-69
K. pneumoniae,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,intercept,MGH_2010,-1.319677816101995,-1.4789260490807574,-1.1604295831232327,0.08125059145723704,-16.242070272147547,4.83147344928385e-59
K. pneumoniae,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,intercept,MGH_2011,-1.4680736064989504,-1.6146817573366552,-1.3214654556612455,0.07480145145223652,-19.626271656458023,3.600726453669595e-85
K. pneumoniae,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,intercept,MGH_2012,-1.4884083355880362,-1.629633051099408,-1.3471836200766645,0.07205475030425776,-20.656630261059767,4.514806616539659e-94
K. pneumoniae,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,intercept,MGH_2013,-1.3448122086655039,-1.4868261028093588,-1.202798314521649,0.07245739986246813,-18.560039571087298,2.0141662161321197e-76
K. pneumoniae,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,intercept,MGH_2014,-1.5982515486487603,-1.74212272300271,-1.4543803742948105,0.07340500921893839,-21.77305834649243,3.266462166665615e-104
K. pneumoniae,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,intercept,MGH_2015,-1.6128768809261587,-1.7586990457069847,-1.4670547161453327,0.07440043078906174,-21.678327179300176,2.4800633235982865e-103
K. pneumoniae,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,intercept,MGH_2016,-1.5699545587044315,-1.704159084225243,-1.43575003318362,0.06847295490090619,-22.928097100183045,3.043523654650145e-115
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,amplitude,NA,0.03369335673021287,0.00876611658025898,0.058620596880166756,0.012718213368499006,2.6492209050106017,0.008073869164039793
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,phase,NA,11.985518536101612,9.903911463660323,14.0671256085429,1.0620639403890786,-0.013635209093986774,0.9891211453770818
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,slope,BWH_2007,0.020845242924706995,-0.005835402435099373,0.04752588828451336,0.013612824302007538,1.5312944957082024,0.1257118706060252
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,slope,BWH_2008,-0.023511287389446165,-0.05004260839094291,0.003020033612050582,0.01353663700495133,-1.7368632534688182,0.08242615148405487
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,slope,BWH_2009,0.04068660256005916,0.014127608752135892,0.06724559636798243,0.013550756043181013,3.002533764935824,0.0026806108684339527
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,slope,BWH_2010,-0.022526973551826215,-0.04784454284596809,0.0027905957423156567,0.0129173645504936,-1.7439295348342099,0.08118618676043568
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,slope,BWH_2011,-0.009771456976621254,-0.0327518564691586,0.013208942515916085,0.011724909066597042,-0.8333929859173956,0.4046327224023708
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,slope,BWH_2012,-0.011436243952667213,-0.034428975134303715,0.01155648722896929,0.011731200860322047,-0.974857057587987,0.3296425345840128
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,slope,BWH_2013,-0.048429881271652465,-0.11446637197584925,0.017606609432544322,0.03369270620536103,-1.437399565842726,0.15061957179757018
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,slope,MGH_2007,-0.017094520661394844,-0.03783214826037763,0.003643106937587945,0.010580616665693123,-1.6156450234911712,0.10618628729118845
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,slope,MGH_2008,-0.010338264008036287,-0.030452258580503443,0.00977573056443087,0.010262430703382197,-1.0073894096677405,0.3137594260508007
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,slope,MGH_2009,0.004548696392883471,-0.01561913411131164,0.02471652689707858,0.010289898520215876,0.4420545434871832,0.6584543442642194
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,slope,MGH_2010,-0.012610245817164887,-0.032733892821377536,0.007513401187047762,0.010267355503950795,-1.2281882917478184,0.21939022416894086
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,slope,MGH_2011,0.044994457584501914,0.026430222121490446,0.06355869304751338,0.009471722750746337,4.750398503900097,2.043739753690198e-6
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,slope,MGH_2012,-0.005847386251710406,-0.024053039300849566,0.012358266797428755,0.00928876917777216,-0.6295114174763956,0.5290212274718685
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,slope,MGH_2013,0.002995944934952365,-0.015339099150150665,0.021330989020055396,0.009354786225526348,0.32025797946909235,0.7487759993122515
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,slope,MGH_2014,-0.004110798808357219,-0.022654545461748242,0.014432947845033801,0.009461269084361618,-0.4344870409776098,0.6639393214619953
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,slope,MGH_2015,-0.03426555727184528,-0.05236205553466142,-0.016169059009029135,0.009233076936902422,-3.711174238665115,2.0683893674777458e-4
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,slope,MGH_2016,-0.0042902711913994866,-0.021519964490233592,0.012939422107434618,0.008790821379749694,-0.4880398549881178,0.6255267683974084
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,intercept,BWH_2007,5.896238536459467,5.6997302049306215,6.092746867988313,0.1002611951438285,58.808779687905066,0
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,intercept,BWH_2008,6.0027522628654975,5.806019170886121,6.199485354844874,0.1003758709502734,59.802741495904776,0
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,intercept,BWH_2009,5.639040078172654,5.439712149276859,5.838368007068448,0.10169979166355472,55.447901966484245,0
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,intercept,BWH_2010,6.0866849887162875,5.896818239027978,6.276551738404597,0.09687257071352016,62.831872261513034,0
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,intercept,BWH_2011,6.016526181075089,5.842194839553083,6.190857522597095,0.088946196408255,67.6423098910242,0
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,intercept,BWH_2012,6.161331137483987,5.992199379017318,6.330462895950657,0.08629329916302497,71.39987921708757,0
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,intercept,BWH_2013,6.295358079769184,6.032969694589097,6.557746464949272,0.13387408505961024,47.02447136774862,0
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,intercept,MGH_2007,6.025818311386868,5.872883606809406,6.178753015964331,0.0780293443062176,77.22502816042137,0
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,intercept,MGH_2008,5.868249650678753,5.7205568798733,6.0159424214842065,0.07535483915543123,77.8748878831068,0
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,intercept,MGH_2009,5.901564510269314,5.749025777431992,6.054103243106637,0.07782731419583654,75.8289627651705,0
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,intercept,MGH_2010,5.948144635455399,5.796866659256905,6.0994226116538925,0.07718405919279923,77.06441845196866,0
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,intercept,MGH_2011,5.706664833031913,5.567339438673052,5.845990227390773,0.071085691093225,80.27867135100274,0
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,intercept,MGH_2012,6.198416229992835,6.0640402500908825,6.332792209894788,0.06856043323341304,90.4080668348523,0
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,intercept,MGH_2013,6.041399289948032,5.905915938726378,6.176882641169686,0.0691254289825373,87.39763902910795,0
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,intercept,MGH_2014,6.08088367275225,5.943434277290687,6.218333068213814,0.07012853121064802,86.71055229271585,0
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,intercept,MGH_2015,6.05849229961702,5.919655513781367,6.197329085452673,0.07083639644951636,85.52795742418634,0
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,intercept,MGH_2016,5.494942082712784,5.3668448564000215,5.623039309025547,0.06535692865949451,84.07589211147126,0
K. pneumoniae,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,amplitude,NA,0.02233404820218886,-0.007979131683903247,0.05264722808828097,0.015466192300061946,-1.444056026776507,0.14873749393703814
K. pneumoniae,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,phase,NA,2.253679639763813,1.0232824487462038,3.484076830781422,0.6277652042194783,-1.188852703558351,0.23451050037866303
K. pneumoniae,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,slope,BWH_2013,-0.04090063634838299,-0.09496267041690017,0.01316139772013418,0.02758317729047657,-1.4828109146985196,0.13813901735209713
K. pneumoniae,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,slope,BWH_2014,0.021962834509769373,-0.008223308400818221,0.05214897742035697,0.015401376325632536,1.4260306381330732,0.15387372496983112
K. pneumoniae,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,slope,BWH_2015,0.036231138391337986,0.004072511423122073,0.0683897653595539,0.016407764235403847,2.208170343718144,0.027242703020066702
K. pneumoniae,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,slope,BWH_2016,0.007545242312676274,-0.021461465283681553,0.0365519499090341,0.014799612556740352,0.5098270163322526,0.6101777844298466
K. pneumoniae,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,slope,BWH_2017,-0.006204435023692528,-0.03342453720580278,0.021015667158417725,0.013888062432176794,-0.4467459052688068,0.6550629421262022
K. pneumoniae,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,slope,BWH_2018,0.03794563200923037,0.010146037171768877,0.06574522684669187,0.014183727383125998,2.6752933826388454,0.007471926879383589
K. pneumoniae,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,slope,BWH_2019,-0.025328031683815536,-0.05053937638701549,-1.1668698061557958e-4,0.012863167334738716,-1.9690353879960634,0.04896159142245193
K. pneumoniae,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,slope,MGH_2007,0.012845027034339223,-0.01250003244597655,0.038190086514655,0.01293139041341289,0.9933214158483616,0.32056429793707125
K. pneumoniae,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,slope,MGH_2008,0.004379702694701879,-0.020256103250952864,0.02901550864035662,0.012569519715657455,0.34843834878163416,0.7275143495440958
K. pneumoniae,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,slope,MGH_2009,0.004167670404662231,-0.0204784121880578,0.028813752997382258,0.012574762999282228,0.3314313283598365,0.7403218694490894
K. pneumoniae,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,slope,MGH_2010,-0.01698240715407417,-0.04148029271409709,0.007515478405948749,0.01249915087892386,-1.3586848673624705,0.17426043615378103
K. pneumoniae,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,slope,MGH_2011,0.0029539976813190445,-0.019503864797103622,0.025411860159741707,0.011458303650254508,0.2578041018535437,0.7965605163657626
K. pneumoniae,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,slope,MGH_2012,0.011430136609158186,-0.010535598562421845,0.03339587178073822,0.011207213675783308,1.0198910219635209,0.30779139269351496
K. pneumoniae,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,slope,MGH_2013,-0.006055132741363612,-0.028203642451223483,0.016093376968496255,0.01130046770479687,-0.5358302770772314,0.592081286217665
K. pneumoniae,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,slope,MGH_2014,0.026643907589589545,0.0043714634492234665,0.04891635172995562,0.011363700719017433,2.3446505894862497,0.01905378365433929
K. pneumoniae,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,slope,MGH_2015,-5.596954405858587e-4,-0.02230365255826587,0.021184261677094154,0.011094059528232957,-0.05045001238379023,0.9597642421913681
K. pneumoniae,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,slope,MGH_2016,-4.2885120004112207e-4,-0.02122279529828666,0.02036509289820441,0.010609350101463865,-0.040422004735421985,0.9677570551096546
K. pneumoniae,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,intercept,BWH_2013,1.2176896544168188,0.7494943636844518,1.6858849451491857,0.2388795378004044,5.097505067320828,3.470172038146922e-7
K. pneumoniae,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,intercept,BWH_2014,0.7640623455929341,0.5337795553034654,0.9943451358824027,0.117493378503845,6.503024726350259,8.04158566428451e-11
K. pneumoniae,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,intercept,BWH_2015,0.6960950901521779,0.45155302276584103,0.9406371575385146,0.12476865356468463,5.579086335104969,2.4463756028372455e-8
K. pneumoniae,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,intercept,BWH_2016,0.8901408943807858,0.6656011159513434,1.1146806728102283,0.11456321656958171,7.769866463553292,8.200577216778651e-15
K. pneumoniae,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,intercept,BWH_2017,1.029607616572728,0.8259694294832359,1.23324580366222,0.1038989433967992,9.909702475419465,4.224438113365898e-23
K. pneumoniae,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,intercept,BWH_2018,0.8185958522407664,0.5986069052174365,1.0385847992640962,0.11224132114598769,7.293177270927275,3.130062258840464e-13
K. pneumoniae,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,intercept,BWH_2019,1.3652230600539468,1.1766280697575864,1.5538180503503072,0.09622370195777757,14.188012228556735,1.7277633758313283e-45
K. pneumoniae,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,intercept,MGH_2007,0.8609602694625632,0.6715035287384247,1.0504170101867016,0.09666337862254061,8.906788503891574,5.652888453815193e-19
K. pneumoniae,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,intercept,MGH_2008,0.8491402877383899,0.6660461852438533,1.0322343902329265,0.09341707497625443,9.089776017438266,1.0745047331269131e-19
K. pneumoniae,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,intercept,MGH_2009,1.0163647724066602,0.8275280241558378,1.2052015206574827,0.09634705011946272,10.548997308650844,5.924302114793133e-26
K. pneumoniae,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,intercept,MGH_2010,0.9852473196828,0.7984095938909666,1.1720850454746334,0.09532712196019197,10.335435492264555,5.559456150991307e-25
K. pneumoniae,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,intercept,MGH_2011,0.7897416953242304,0.6184996521208161,0.9609837385276447,0.087369994833655,9.03904935358908,1.7081290837060588e-19
K. pneumoniae,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,intercept,MGH_2012,0.7388912468307419,0.5739296886478236,0.9038528050136603,0.08416560686018425,8.779016446209278,1.767374222257713e-18
K. pneumoniae,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,intercept,MGH_2013,0.9535758813004094,0.7873596619939396,1.1197921006068792,0.08480575184930038,11.244235921578898,2.9726017876161963e-29
K. pneumoniae,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,intercept,MGH_2014,0.7274345206952234,0.5596947901236116,0.8951742512668353,0.08558306779855217,8.499748132510033,2.019477459237613e-17
K. pneumoniae,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,intercept,MGH_2015,0.9625917401231933,0.7920926052260037,1.133090875020383,0.08699095301855805,11.065423549479226,2.1944205022161053e-28
K. pneumoniae,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,intercept,MGH_2016,0.8543441629078801,0.6969997671804953,1.0116885586352649,0.08027922807178979,10.64215717350797,2.1998904980347687e-26
S. aureus,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,amplitude,NA,0.06377186115492696,0.033920255282541584,0.09362346702731233,0.015230691026902048,4.187062887841819,2.830998483927338e-5
S. aureus,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,phase,NA,1.878493343665049,0.9094070910169834,2.847579596313115,0.4944408470217283,3.7992276628846127,1.4532983655914032e-4
S. aureus,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,slope,BWH_2010,-0.029880836380354617,-0.0762472129873829,0.01648554022667368,0.02365674929374232,-1.2630998456013012,0.20655954454496697
S. aureus,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,slope,BWH_2011,0.017271179913711153,-0.007237447821792767,0.04177980764921507,0.01250463168141091,1.3811826172686141,0.1672293626722661
S. aureus,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,slope,BWH_2012,-0.003259389648334768,-0.028203199104926715,0.021684419808257176,0.012726667251717654,-0.25610708474324767,0.7978692686757163
S. aureus,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,slope,BWH_2013,-0.013745196816397496,-0.039605990682290815,0.012115597049495823,0.01319452503713332,-1.0417348694033641,0.2975399584008481
S. aureus,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,slope,BWH_2014,-0.002447417740660398,-0.028150627811150505,0.02325579232982971,0.01311412366412534,-0.1866245738825455,0.8519558008702852
S. aureus,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,slope,BWH_2015,-0.03725679928878804,-0.06328555810565656,-0.011228040471919533,0.01328022301541255,-2.805434761566062,0.00502693240153462
S. aureus,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,slope,BWH_2016,0.002007355135778912,-0.022774670088927626,0.02678938036048545,0.0126441227594915,0.1587579600389486,0.8738602515161157
S. aureus,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,slope,BWH_2017,-0.026551266579609867,-0.0508562939315871,-0.002246239227632632,0.012400752025900576,-2.141101323867626,0.032270978624055584
S. aureus,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,slope,BWH_2018,-0.004651898465234447,-0.028622957252125245,0.019319160321656353,0.01223035676980366,-0.38035672652819325,0.7036823453613823
S. aureus,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,slope,BWH_2019,0.01599814248687632,-0.006777841537710244,0.038774126511462885,0.011620613544045007,1.3767037709531766,0.16861038830371416
S. aureus,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,slope,MGH_2009,-0.01376264834737705,-0.03221976843199724,0.004694471737243144,0.009417071043247533,-1.46145741963426,0.14389661593287106
S. aureus,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,slope,MGH_2010,0.010055322861488879,-0.008120056663525506,0.028230702386503263,0.009273323218375167,1.0843278752070427,0.27822499366983905
S. aureus,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,slope,MGH_2011,-0.005071682930283612,-0.023012697222426343,0.01286933136185912,0.00915374692272877,-0.5540554019131352,0.5795435578429764
S. aureus,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,slope,MGH_2012,-0.005051494387611697,-0.023126732220040237,0.013023743444816844,0.009222229579218656,-0.5477519665086975,0.5838648169322982
S. aureus,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,slope,MGH_2013,-0.011838983532729632,-0.03014102288987068,0.006463055824411416,0.009337946769178007,-1.2678358342978415,0.20486284213587422
S. aureus,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,slope,MGH_2014,-0.015794546095022448,-0.03364414991363232,0.0020550577235874286,0.00910710806902845,-1.7343097254700104,0.08286967753047264
S. aureus,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,slope,MGH_2015,-0.015374509053357499,-0.033685187250206965,0.002936169143491969,0.009342354421449458,-1.6456782048493679,0.09983669291520383
S. aureus,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,slope,MGH_2016,-0.01105896513505214,-0.02921902463575075,0.00710109436564647,0.009265506735808846,-1.193562904909672,0.2326549961810137
S. aureus,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,intercept,BWH_2010,0.8807363100980075,0.4794724640218347,1.2820001561741803,0.2047302140454064,4.3019361563441345,1.696523816621727e-5
S. aureus,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,intercept,BWH_2011,0.3526476749895403,0.17202590743115462,0.533269442547926,0.0921556564218053,3.826652521202149,1.3006514252461582e-4
S. aureus,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,intercept,BWH_2012,0.45243694226580644,0.27160977747594783,0.633264107055665,0.09226045285331784,4.903909836483488,9.425965934699857e-7
S. aureus,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,intercept,BWH_2013,0.3568830028550279,0.1669168602452356,0.5468491454648201,0.09692328231958394,3.6821184168967984,2.3156191711661277e-4
S. aureus,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,intercept,BWH_2014,0.23098861575133153,0.04397593788476717,0.4180012936178959,0.09541638486303655,2.4208485375221382,0.01548807791888592
S. aureus,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,intercept,BWH_2015,0.4440424460412546,0.2518454761920224,0.6362394158904867,0.09806148039722026,4.528204594123604,5.963240689111335e-6
S. aureus,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,intercept,BWH_2016,0.014331722118421989,-0.16840663431814926,0.19707007855499323,0.09323556855023263,0.15371517910249533,0.8778349735883152
S. aureus,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,intercept,BWH_2017,0.24361363877018097,0.06327672662271683,0.4239505509176451,0.09201031935787532,2.6476773526091413,0.008107378999096592
S. aureus,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,intercept,BWH_2018,-0.06922495447461766,-0.24721143556112424,0.10876152661188893,0.09081109780100108,-0.7622961967304236,0.4458870559997168
S. aureus,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,intercept,BWH_2019,-0.2706438521312508,-0.4388241865923955,-0.10246351767010611,0.08580786983216517,-3.1540679504177564,0.0016111261219989433
S. aureus,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,intercept,MGH_2009,0.49441076482148005,0.3574286274854008,0.6313929021575593,0.06989012982716873,7.074114271129674,1.5249521088924092e-12
S. aureus,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,intercept,MGH_2010,0.23977866818528037,0.10748662213966806,0.37207071423089266,0.06749718213656737,3.5524248656800967,3.8207024992067826e-4
S. aureus,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,intercept,MGH_2011,0.30349829780805937,0.17273135246275334,0.4342652431533654,0.0667190552361059,4.548899811815939,5.40612757308952e-6
S. aureus,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,intercept,MGH_2012,0.23578977702007659,0.10430515420091013,0.36727439983924304,0.06708522394100117,3.5147796067200208,4.405315549983079e-4
S. aureus,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,intercept,MGH_2013,0.26417858913075964,0.131672578540878,0.3966845997206413,0.06760634972635834,3.9076002505687977,9.334742373937517e-5
S. aureus,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,intercept,MGH_2014,0.28743149932557505,0.1559568878127991,0.418906110838351,0.06708011603775935,4.2848986600407795,1.831844185198435e-5
S. aureus,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,intercept,MGH_2015,0.20733426071898495,0.07212766757003775,0.34254085386793215,0.0689842232895296,3.005531566961254,0.0026525646118902247
S. aureus,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,intercept,MGH_2016,0.20660677571121536,0.07307178389128502,0.34014176753114567,0.06813134979685206,3.0324773592077197,0.0024268704298872285
S. aureus,ERY,Erythromycin,Macrolides,12,0.5235987755982988,amplitude,NA,0.04935902520369879,0.013020828589795662,0.08569722181760192,0.018540236912787274,2.6622650743829315,0.007764328538563
S. aureus,ERY,Erythromycin,Macrolides,12,0.5235987755982988,phase,NA,1.4550737062163561,-0.3848274163937322,3.2949748288264447,0.938742312166445,1.5500246312092965,0.1211423738564217
S. aureus,ERY,Erythromycin,Macrolides,12,0.5235987755982988,slope,BWH_2010,-0.06300848851627784,-0.12577116609476235,-2.458109377933282e-4,0.03202236269316606,-1.9676402119361598,0.04911535217679414
S. aureus,ERY,Erythromycin,Macrolides,12,0.5235987755982988,slope,BWH_2011,0.008930089805671141,-0.024361767702938554,0.04222194731428084,0.016985953706910754,0.5257337892094881,0.599075677359437
S. aureus,ERY,Erythromycin,Macrolides,12,0.5235987755982988,slope,BWH_2012,0.010719460671552768,-0.023512414106586704,0.04495133544969224,0.017465563167566416,0.6137483554758101,0.5393846157008346
S. aureus,ERY,Erythromycin,Macrolides,12,0.5235987755982988,slope,BWH_2013,-8.448737244378371e-4,-0.036245599717799705,0.03455585226892403,0.018061926786715615,-0.046776500337673506,0.9626915583595759
S. aureus,ERY,Erythromycin,Macrolides,12,0.5235987755982988,slope,BWH_2014,-0.03455403177322708,-0.06995639158766644,8.48328041212279e-4,0.01806276038421556,-1.9129984032464211,0.055754359736461985
S. aureus,ERY,Erythromycin,Macrolides,12,0.5235987755982988,slope,BWH_2015,-0.029719184767456455,-0.06541907732346526,0.00598070778855235,0.018214565592839977,-1.6316164454198603,0.10276704770586244
